source,target
কানাডিয়ান,ফরাসি ভাষা <OR> ইংরেজি ভাষা <OR> ইংরেজি <OR> ফরাসি <OR> অ্যাংলোফোনস <OR> ফরাসি ভাষা <OR> ফ্রাঙ্কোফোন <OR> ফরাসি ভাষা <OR> ফরাসি ভাষা <OR> ফ্রাঙ্কোফোন
মাদ্রাজ শহর,தமிழ் மொழி
পাজালা পৌরসভা,সুইডিশ <OR> ফিনিশ
বেলারুশিয়ান,রুশ
മലയാളം,হিন্দি
লোকার্নো,ইতালীয়
ভেইই।,এট্রাস্কান
পূর্ব রোমান (বাইজেন্টাইন),লাতিন
এনকেআর,আর্মেনিয়ান
ফিনল্যান্ড,সুইডিশ <OR> সুইডিশ-ভাষা <OR> ফিনিশ উপভাষাসমূহ <OR> সুইডিশ ভাষাভাষী <OR> ফিনিশ-ভাষা <OR> ফিনিশ <OR> ফিনিশ <OR> ফিনিশ ভাষা <OR> সুইডিশ ভাষা
কারেলিয়ান,ফিনিশ সীমান্ত <OR> রুশ <OR> কারেলিয়া <OR> ফিনল্যান্ড
কোলোগ্নি,ফরাসি
তাইওয়ান,পুতংহুয়া <OR> ম্যান্ডারিন <OR> আধুনিক মানক ম্যান্ডারিন <OR> গুয়ো। <OR> মানক ভাষা <OR> আধুনিক মানক চীনা <OR> মানক চীনা
এনোনটেকিও,ফিনিশ
সার্বীয় অর্থোডক্স,সার্ব। <OR> সার্বিয়ান <OR> সার্বিয়ান সিরিলিক
ঘানার,ইংরেজি <OR> অ্যাংলোফোন
জাতীয় রাজধানী অঞ্চল,উর্দু <OR> হিন্দি
তুসনিয়েমি,ফিনিশ
ফিলিপিনা,ইংরেজি ভাষা <OR> ফিলিপিনো
আরজেপ্লগ,সামি ভাষা <OR> সামি <OR> সুইডিশ
বাশকির ভাষা,বাস্কোর্তোস্তান
লিডিয়া,লিডিয়ান ভাষা <OR> লিডিয়ান
মিকেলন,ফরাসি
"আগারাক, আরাগাতসোটন।",আর্মেনিয়ান
হাইতি,ফরাসি ক্রেওল <OR> ফরাসি ভাষা <OR> হাইতিয়ান ক্রেওল <OR> হাইতিয়ান ক্রেওল <OR> ক্রেওল <OR> ফরাসি <OR> ক্রেওল <OR> এফআর <OR> হাইতিয়ান ক্রেওল <OR> ক্রেওল <OR> ক্রেওল <OR> ফ্রাঙ্কোফোন
দেহুবার্থ,ওয়েলশ ভাষা <OR> ওয়েলশ
ইউক্রেন,ইউক্রেনীয় <OR> ইউক্রেনীয়
মস্কোভাইট রাষ্ট্র,রুশ
গিনি,ফরাসি <OR> ফ্রাঙ্কোফোন
ভাষা উন্নয়ন ও প্রশিক্ষণ কেন্দ্র,ইন্দোনেশীয় <OR> ইন্দোনেশিয়ান ভাষা <OR> ইন্দোনেশিয়া
স্পেনীয় রাষ্ট্র,স্প্যানিশ
লুক্সেমবার্গিশ,ফরাসি
কাউটো মিক্স্টো,স্প্যানিশ <OR> গ্যালিসিয়ান <OR> পোর্তুগিজ
ব্রুনেই,ইংরেজি ভাষা <OR> ইংরেজি <OR> মালয় <OR> মালয় ভাষা <OR> মালয় ভাষা <OR> মালয় ভাষা
লেসোথো,সোথো <OR> ইংরেজি ভাষা <OR> ইংরেজি <OR> দক্ষিণ সোথো <OR> সোথো ভাষা <OR> সেসোথো <OR> সেসোথো ভাষা
পাইথা,সুইডিশ
ভাজা,সার্বিয়ান <OR> সার্বিয়ান সিরিলিক
কেম্যান দ্বীপপুঞ্জ,ইংরেজি
ভিশি সমর্থক,ফরাসি
আজারবাইজান প্রজাতন্ত্র,আজারবাইজানি <OR> আজারবাইজানী ভাষা
চেচনিয়া প্রজাতন্ত্র,চেচেন <OR> রুশ <OR> চেচেন ভাষা
কুইলু,কিকঙ্গো <OR> কঙ্গো
মরিশিয়ান,ইংরেজি <OR> ফরাসি
উত্তর কসোভো,সার্বিয়ান <OR> সার্বিয়ান সিরিলিক
বাধ্যতামূলক প্যালেস্টাইন,হিব্রু <OR> ইংরেজি <OR> হিব্রু ভাষা <OR> আধুনিক হিব্রু
ভিসায়ান একাডেমি অফ আর্টস অ্যান্ড লেটার্স,চেবুয়ানো <OR> সেবুয়ানো ভাষা
আফ্রিকান আমেরিকান,ইংরেজি
ভিশি সরকার,ফরাসি
এস্পুো,সুইডিশ <OR> ফিনিশ
ম্যাকাও বিশেষ প্রশাসনিক অঞ্চল,চীনা <OR> পোর্তুগিজ
সামিন্কি,ফিনিশ
ফারাহ প্রদেশ,দারি।
সাও টোমে এবং প্রিন্সিপে,পোর্তুগিজ
মরদোভা প্রজাতন্ত্র,রুশ
ভোরা,সুইডিশ <OR> ফিনিশ
গোশেন রাজ্য,ডাচ
থাই,থাই
লিবারিয়া,ইংরেজি ভাষা <OR> ইংরেজি <OR> অ্যাংলোফোন
পেটাজাভেসি,ফিনিশ
ফ্রেঞ্চ একাডেমি,ফরাসি ভাষা <OR> ফরাসি
দক্ষিণ কোরিয়া,কোরিয়ান ভাষা <OR> কোরিয়ান ভাষা <OR> হাঙ্গুল <OR> উত্তর কোরীয় <OR> বাংলা
বারমুডিয়ান,ইংরেজি
ফাইদো,ইতালীয়
সল্টভিক,সুইডিশ
নরম্যান সিসিলি,গ্রীক
নেপালি কবিতা,নেপালি
বার্তাঙ্গি ভাষা,গোর্নো-বাদাখশান স্বায়ত্তশাসিত প্রদেশ
সিকাইনেন,ফিনিশ
আচেমেনিড রাজবংশ,এলামite <OR> এলামিত ভাষা
কাবুল,দারি
বাস্ক প্রেসিডেন্ট,স্প্যানিশ
পাকিস্তান,উর্দু <OR> উর্দু <OR> ইংরেজি <OR> ইংরেজি ভাষা <OR> বাংলা <OR> মানক উর্দু <OR> উর্দু ভাষা
ওরেব্রো কাউন্টি কাউন্সিল,সুইডিশ
রাইখকমিসারিয়াট মস্কোভিয়েন,রুশ
পন্টিয়াক,মালয়
হেলসিংফর্স,সুইডিশ <OR> ফিনিশ
এসা,ফরাসি
কিউস্টেনডিল,বুলগেরিয়ান
"অরা, ফিনল্যান্ড।",ফিনিশ
ভ্যালেন্সিয়া,স্প্যানিশ
চেচেন,রুশ ভাষা <OR> রুশ
বার্গ পৌরসভা,সুইডিশ
আক্কাদীয় সাম্রাজ্য,আক্কাদীয় ভাষা <OR> আক্কাদীয়ান
ফিলিপাইন সরকার,ফিলিপিনো
অ্যান্টিগুয়া,ইংরেজি
কাবার্দিনো-বালকারিয়া,কারাচায়-বালকার <OR> কাবার্দিয়ান <OR> রুশ <OR> কাবার্দিয়ান ভাষা
দাইকুন্ডি প্রদেশ,দারি।
ফ্লেমিশ অঞ্চল,ডাচ <OR> ডাচ ভাষা
উটাহ,ইংরেজি
সাম্রাজ্যিক সময়,গ্রীক <OR> লাতিন
কার্লস্কোগা পৌরসভা,সুইডিশ
হায়দ্রাবাদ (ভারত),తెలుగు
তাতার,তাতার ভাষা <OR> রুশ
ফরাসি-কানাডিয়ান,ফরাসি
বি.,NL <OR> ডাচ <OR> ডিই। <OR> ফরাসি <OR> এফআর
লাইটিলা,ফিনিশ
উগান্ডা,ইংরেজি ভাষা <OR> ইংরেজি <OR> কিসওয়াহিলি ভাষা <OR> অ্যাংলোফোন <OR> সোয়াহিলি <OR> অ্যাঙ্গ্লোফোন <OR> কিসওয়াহিলি
ডোনেটস্ক–ক্রীভয় রোগ সোভিয়েত প্রজাতন্ত্র,রুশ
পারম.,রুশ
ডানজিগ,পোলিশ <OR> জার্মানিক <OR> জার্মান ভাষা <OR> জার্মানাইজড <OR> জার্মান ভাষা
আসিয়ান,ইন্দোনেশীয় <OR> ফিলিপিনো <OR> থাই <OR> চীনা <OR> ইন্দোনেশিয়া
